"","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"344",NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,45,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"345",NA,0,NA,NA,0,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,0,NA
"346",NA,NA,NA,NA,NA,NA,NA,NA,0,2440,NA,65,0,120,12,1450,850,26,850,38,8,0,160,650,1100,950,450,131
"347",NA,110,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"348",0,0,NA,NA,0,10,NA,0,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"349",187,346,6,80,0,200,NA,0,0,371,NA,200,90,10,31,7,1,1,9,6,30,46,4,0,0,0,0,10
"350",70,10,0,0,11,0,NA,0,NA,2,NA,165,0,130,580,NA,154,78,700,350,94,400,NA,490,73,91,123,77
"351",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,12,NA,0,0,NA,0,0,NA,NA,0,0,18
"352",0,0,0,535,200,90,NA,6,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"353",357,0,0,163,3105,320,NA,0,250,190,NA,220,2000,95,400,30,900,88,350,0,120,80,60,220,0,0,120,390
"354",NA,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,10,NA,NA,NA,NA,NA,445,850,2400,NA,600
"355",0,0,0,0,0,1,NA,0,10,0,NA,0,0,0,0,7,8,31,0,0,0,0,0,0,0,0,0,0
"356",180,0,0,0,0,10,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,16,0,NA,0,0,NA,0,NA
"357",10,12,0,16,0,42,NA,0,0,24,NA,12,NA,NA,NA,24,36,NA,0,24,NA,75,NA,0,27,NA,NA,NA
"358",0,64,0,28,0,0,NA,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"359",NA,NA,NA,NA,20,0,NA,0,0,0,NA,4,2,0,0,0,85,130,4340,1850,43,9,326,5240,131,1600,410,359
"360",1100,850,636,1885,3346,1699,NA,5142,910,1870,NA,3300,1260,233,656,6750,2367,300,890,NA,90,320,NA,56,85,0,1804,878
"361",1377,2082,1051,960,1657,1060,NA,355,100,707,NA,40,434,550,17,806,1538,50,530,7800,50,136,33,152,80,26,29,22
"362",155,404,85,333,143,176,NA,130,0,400,NA,420,0,0,72,50,140,500,260,NA,320,1200,NA,800,530,102,0,90
"363",0,25,0,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",NA,NA,NA,NA,NA,NA,NA,570,NA,NA,NA,NA,NA,5250,NA,NA,NA,NA,NA,NA,1876,NA,NA,0,0,NA,NA,NA
"365",NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"366",2728,NA,1560,3611,1579,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",0,0,0,10,NA,0,NA,NA,907,0,NA,0,0,NA,NA,NA,0,NA,570,NA,NA,275,246,134,4500,225,460,800
"368",1710,5652,2141,6717,1965,2968,NA,556,70,3600,NA,650,2200,2050,1800,1800,5430,2335,2712,NA,NA,3086,NA,2400,3220,2800,680,600
"369",2000,300,2,30,856,0,NA,280,0,0,NA,800,780,3600,600,0,0,404,NA,NA,NA,500,700,1105,0,0,0,NA
"370",12,750,763,286,620,430,NA,0,0,0,NA,0,40,0,1,3500,750,14,0,NA,0,22,NA,670,840,32,100,20
"371",240,416,97,0,0,NA,NA,400,444,140,NA,74,900,0,200,NA,47,93,350,NA,NA,10,94,360,NA,NA,0,NA
"372",269,540,2377,955,10,420,NA,280,0,7250,NA,34,0,30,0,700,250,50,16,NA,0,120,NA,0,18,0,0,0
"373",240,NA,0,18,68,0,NA,NA,0,2,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA
"374",9020,10960,2039,973,8904,1880,12360,2100,150,5000,5350,8000,13224,7100,22000,5002,7000,6650,4000,19000,9052,10000,10450,11400,8000,9000,2000,9600
"375",NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"376",NA,NA,0,0,38,0,NA,0,0,39,NA,0,0,500,80,NA,0,1,0,0,NA,0,0,0,NA,0,18,NA
"377",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,7,0,NA,0,0
"378",NA,NA,0,0,0,8,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA
"379",NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,0,12,NA,NA,NA,0,NA,3,0,NA,NA,0,0,0
"380",NA,NA,0,34,NA,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA
"381",NA,32,NA,NA,14,0,NA,0,0,0,NA,0,0,0,0,11,0,9,0,10,0,4,1,0,6,0,0,0
"382",NA,49,30,116,4,12,NA,12,0,NA,NA,2,NA,0,0,0,0,0,18,NA,NA,0,NA,22,0,NA,NA,NA
"383",NA,4,66,3,69,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",NA,NA,0,0,NA,0,NA,0,2100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",657,4251,477,267,1558,100,NA,6,0,0,NA,6,4,56,950,534,798,675,872,1175,562,600,NA,3500,450,250,2716,1070
"386",150,0,0,118,NA,88,NA,38,0,0,NA,0,46,0,0,0,23,NA,0,89,179,43,NA,NA,0,NA,NA,NA
"387",NA,NA,0,726,444,0,NA,12,0,451,NA,2,398,6,220,40,40,294,300,NA,NA,480,NA,143,45,138,252,280
"388",20,0,NA,183,NA,0,NA,0,62,10,NA,65,NA,140,1100,0,320,28,650,1450,2100,2320,0,72,0,75,0,3500
"389",0,25,0,0,0,0,NA,0,650,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"390",0,17,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,0,NA,NA,NA,NA,NA,NA
"392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA
"393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,200,NA,NA,NA,NA,300,NA,NA,500,NA,NA,2,NA,NA,2
"394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,NA,NA,NA,NA,NA,0,0
"395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,NA,0,NA,0,0,0
"396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,30,22,11,75,45,55,82,NA,0,NA,18
"397",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,104,6,68,63,70,60,NA,28,162,160
"398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,7,22,17,20,14,NA,0,0,20
"399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,49,2,0,2,18,55,NA,49,130,10
"400",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8,8,6,0,0,NA,35,NA,NA,0,0
"401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,25,5,0,0,14,19,NA,24,0,0
"402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,25,0,0,NA,NA,NA,0,NA,0
"403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,0,NA,6,NA,0,25,0
"404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,NA,NA,NA,0,0,0
"405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,16
"406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,0,9,0,0,NA,0,NA,0,0,0
"407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,16,NA,NA,NA,NA,NA,NA
"408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,0,NA,NA,NA
"409",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,80,55,NA
"410",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0
"411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,253,378,71
"412",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,NA
"413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,60,0,0
"414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,350,0,0,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA
"415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,362,NA,NA
"416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,5
"417",NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,490,NA,NA,0,0,0,340,0,61,0,35,NA,8,0,24
"418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"419",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,40,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"423",NA,NA,0,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,20,NA,2,0,NA,0,48,0,0,0,14,16,2,0,0
"424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,18,10,8,8,0,0,1,38,12,0
"425",27,920,420,54,400,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,3600,NA,0,249,261,0,420,1825,17,699,168,80,20
"426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,1,0,NA,NA,0,0,0,0,NA,0
"428",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2,NA,NA,0,0,0,0,NA,0
"429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,500,NA,0,12,0,60,42,0
"430",0,110,0,0,0,NA,NA,200,NA,NA,NA,NA,NA,150,NA,100,170,NA,0,451,620,0,0,0,120,0,150,0
"431",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"432",36,24,90,40,20,NA,NA,170,NA,NA,NA,NA,700,0,NA,2,22,NA,0,301,62,80,0,0,0,40,0,0
"433",0,NA,0,0,0,20,NA,75,NA,NA,NA,NA,NA,9,NA,30,NA,NA,0,0,102,83,0,0,2,45,0,0
"434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,16,0,0,NA,50,NA,5,2,0,0,6,0
"435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,0,0,0,20,1,NA
"436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0
"437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769,190,NA,130,220,NA,27,890,615,3130,59,105,200,0,2,0
"438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,40,NA,50,0,0,0,441,133,NA,140,50,574,15,64,NA
"439",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,7,NA,NA,0,0,NA,0,NA,NA
"440",7,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,68,68,NA,6,103,15,70,NA,53,177,0,0,0
"441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,4,7,NA,0,61,NA,NA,NA,NA,NA,NA,NA,NA
"442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,30,NA,22,NA,28,21,0,78,NA,5,31,0,14,NA,NA
"443",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,17,0,48,59,62,NA,NA,NA,NA,70,50
"444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,42,NA,0,NA,NA,1,0,NA,0,NA,NA
"445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,6,0,0,0
"446",NA,0,200,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,183,NA,0,0,0,NA,NA
"447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,0,0
"448",NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"449",NA,96,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,120,0,30
"450",50,5880,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,35
"451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,32,NA,NA,145,748,89,0,108,30,NA,145,185,0,0,0
"452",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0,0,0,0,NA,0,NA,0,55,0,0
"453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,85,NA,NA,0,2,0,0,0,0
"454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,364,0,2,0,0,0,0,0,0,0,0
"456",NA,NA,0,170,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,4,0
"457",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,230,NA,NA,0,NA,NA
"458",0,0,NA,NA,834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"459",8112,3200,3550,2230,410,NA,NA,0,NA,NA,NA,NA,NA,40,NA,48,NA,NA,0,0,80,NA,3,0,NA,0,0,NA
"460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,40,93,NA,NA,NA,NA,NA,0,7,NA
"461",562,388,3920,1450,NA,200,NA,3390,500,NA,NA,NA,356,1590,NA,1700,6399,402,1158,10944,1886,NA,105,2445,4604,4182,2409,13
"462",NA,NA,98,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,12,1,0,0
"463",60,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,0,0,0
"464",0,10,850,0,895,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,101,NA,841,1066,191,60,50,505,34,470,116,1111
"465",0,590,0,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,15,0,NA,0,0,0,0,0,0
"466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,274,0,2,23,15,0,0
"467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,15,0,0,NA,283,327,351,258,233
"468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,8,0
"469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,38,6,65,0,NA,6,0,0,0,0,0
"470",600,90,NA,2500,NA,500,NA,NA,NA,NA,NA,NA,NA,0,NA,33,NA,153,NA,0,0,0,0,0,0,NA,0,NA
"471",NA,1800,NA,700,20,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,260,0,440,196,55,45,35,83,25,60,57,137
"472",NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,8,3,0,17,0,NA,0,0,10,0,0,0
"473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,18,NA,0,0,0,0,21,0
"474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,1,0,0
"475",NA,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",120,0,42,150,900,NA,NA,NA,NA,NA,NA,NA,104,240,NA,342,370,843,596,647,1274,439,70,163,427,6,50,2
"477",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,NA,NA,NA,NA,NA,NA,0,1620,0,NA,0
"478",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,20,NA,NA,NA,NA,11430,NA,290,0,5360
"479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,450,816,300,1100,0,0,276,3,0,176,0,0
"482",220,80,NA,140,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"483",80,0,100,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,25,0,NA,0
"484",90,580,3100,300,410,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,1900,0,502,1731,534,0
"485",194,150,250,500,600,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,25,0,5,0,61,NA,6,0,0,0,0,0
"486",1500,354,NA,1350,NA,10000,NA,0,NA,NA,NA,NA,NA,206,NA,NA,74,1170,0,0,NA,0,NA,0,400,NA,NA,NA
"487",0,0,NA,300,12,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,50
"488",NA,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
"489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,200,0,NA,NA,NA,NA,NA
"490",NA,0,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",230,0,0,80,10,3000,NA,NA,NA,NA,NA,NA,NA,350,NA,4910,1219,NA,1373,9200,2050,NA,9200,7400,11560,17100,27646,81950
"492",0,NA,0,80,70,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2856,0,0,0,NA,355,0,NA,0,0,1720
"493",0,0,540,0,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35,0,700,0,NA,29,650,25,NA
"494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,480,324,28,52,668,520,178,92,16,4
"495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,7,NA,0,0
"496",500,800,200,700,330,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,33,22,0,7,NA,0,0,0,NA,NA
"497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,13,47,123,80,38,145,NA,47,4,36,34,58
"498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,NA,NA,491,130,446,377,282,190,46,29,0,0,52,0
"499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,312,161,NA,0,NA,0,0,0,0,NA,0,0
"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,NA,NA,NA,NA,NA,0,0,0,0,0
"501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,160,0,NA,NA,0,55,NA,0,16,30,1,23
"502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1171,2,NA,1874,0,204,0,895,NA
"503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,3,6,0
"504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,48
"505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,13,NA,0,0,NA
"506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,2080
"507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,32,665
"508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,5,NA
"509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5
"510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,0,NA,NA,NA,NA,0
"511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29
"512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0
"513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6
"514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,0
